sample_id,true_label,strategy,stage,parameter,confidence,flipped
0 (10).jpg,FAKE,original,original,0.0,0.826119065284729,False
0 (10).jpg,FAKE,A_blur,blur_0.3,0.3,0.826119065284729,False
0 (10).jpg,FAKE,A_blur,blur_0.5,0.5,0.8421155214309692,False
0 (10).jpg,FAKE,A_blur,blur_0.8,0.8,0.8224578499794006,False
0 (10).jpg,FAKE,A_blur,blur_1.0,1.0,0.8224578499794006,False
0 (10).jpg,FAKE,A_blur_freq,blur0.5_freq0.05,0.05,0.8451008796691895,False
0 (10).jpg,FAKE,A_blur_freq,blur0.5_freq0.1,0.1,0.8457019925117493,False
0 (10).jpg,FAKE,A_blur_freq,blur0.5_freq0.15,0.15,0.8338069319725037,False
0 (10).jpg,FAKE,B_noise,noise_0.01,0.01,0.82753586769104,False
0 (10).jpg,FAKE,B_noise,noise_0.02,0.02,0.8234383463859558,False
0 (10).jpg,FAKE,B_noise,noise_0.03,0.03,0.8280775547027588,False
0 (10).jpg,FAKE,B_noise,noise_0.05,0.05,0.8226124048233032,False
0 (10).jpg,FAKE,B_noise_bright,noise0.02_bright1.02,1.02,0.830106258392334,False
0 (10).jpg,FAKE,B_noise_bright,noise0.02_bright1.05,1.05,0.8254454135894775,False
0 (10).jpg,FAKE,B_noise_bright,noise0.02_bright1.08,1.08,0.8258920907974243,False
0 (2).jpg,FAKE,original,original,0.0,0.8381488919258118,False
0 (2).jpg,FAKE,A_blur,blur_0.3,0.3,0.8381488919258118,False
0 (2).jpg,FAKE,A_blur,blur_0.5,0.5,0.8405643105506897,False
0 (2).jpg,FAKE,A_blur,blur_0.8,0.8,0.8263841867446899,False
0 (2).jpg,FAKE,A_blur,blur_1.0,1.0,0.8263841867446899,False
0 (2).jpg,FAKE,A_blur_freq,blur0.5_freq0.05,0.05,0.8458412885665894,False
0 (2).jpg,FAKE,A_blur_freq,blur0.5_freq0.1,0.1,0.8474438786506653,False
0 (2).jpg,FAKE,A_blur_freq,blur0.5_freq0.15,0.15,0.8518806099891663,False
0 (2).jpg,FAKE,B_noise,noise_0.01,0.01,0.8380036950111389,False
0 (2).jpg,FAKE,B_noise,noise_0.02,0.02,0.8384677171707153,False
0 (2).jpg,FAKE,B_noise,noise_0.03,0.03,0.8352546095848083,False
0 (2).jpg,FAKE,B_noise,noise_0.05,0.05,0.8247469663619995,False
0 (2).jpg,FAKE,B_noise_bright,noise0.02_bright1.02,1.02,0.8381018042564392,False
0 (2).jpg,FAKE,B_noise_bright,noise0.02_bright1.05,1.05,0.8352029323577881,False
0 (2).jpg,FAKE,B_noise_bright,noise0.02_bright1.08,1.08,0.8311254382133484,False
0 (3).jpg,FAKE,original,original,0.0,0.8512271046638489,False
0 (3).jpg,FAKE,A_blur,blur_0.3,0.3,0.8512271046638489,False
0 (3).jpg,FAKE,A_blur,blur_0.5,0.5,0.8230485320091248,False
0 (3).jpg,FAKE,A_blur,blur_0.8,0.8,0.8024827837944031,False
0 (3).jpg,FAKE,A_blur,blur_1.0,1.0,0.8024827837944031,False
0 (3).jpg,FAKE,A_blur_freq,blur0.5_freq0.05,0.05,0.830908477306366,False
0 (3).jpg,FAKE,A_blur_freq,blur0.5_freq0.1,0.1,0.8221619725227356,False
0 (3).jpg,FAKE,A_blur_freq,blur0.5_freq0.15,0.15,0.8165430426597595,False
0 (3).jpg,FAKE,B_noise,noise_0.01,0.01,0.8508762121200562,False
0 (3).jpg,FAKE,B_noise,noise_0.02,0.02,0.846735954284668,False
0 (3).jpg,FAKE,B_noise,noise_0.03,0.03,0.8467491269111633,False
0 (3).jpg,FAKE,B_noise,noise_0.05,0.05,0.8443405032157898,False
0 (3).jpg,FAKE,B_noise_bright,noise0.02_bright1.02,1.02,0.8420888781547546,False
0 (3).jpg,FAKE,B_noise_bright,noise0.02_bright1.05,1.05,0.8429380655288696,False
0 (3).jpg,FAKE,B_noise_bright,noise0.02_bright1.08,1.08,0.8496875762939453,False
0 (4).jpg,FAKE,original,original,0.0,0.8472780585289001,False
0 (4).jpg,FAKE,A_blur,blur_0.3,0.3,0.8472780585289001,False
0 (4).jpg,FAKE,A_blur,blur_0.5,0.5,0.8338654637336731,False
0 (4).jpg,FAKE,A_blur,blur_0.8,0.8,0.8112480044364929,False
0 (4).jpg,FAKE,A_blur,blur_1.0,1.0,0.8112480044364929,False
0 (4).jpg,FAKE,A_blur_freq,blur0.5_freq0.05,0.05,0.8232023119926453,False
0 (4).jpg,FAKE,A_blur_freq,blur0.5_freq0.1,0.1,0.8431641459465027,False
0 (4).jpg,FAKE,A_blur_freq,blur0.5_freq0.15,0.15,0.8462585210800171,False
0 (4).jpg,FAKE,B_noise,noise_0.01,0.01,0.8466153144836426,False
0 (4).jpg,FAKE,B_noise,noise_0.02,0.02,0.8461577892303467,False
0 (4).jpg,FAKE,B_noise,noise_0.03,0.03,0.8417410850524902,False
0 (4).jpg,FAKE,B_noise,noise_0.05,0.05,0.8321316242218018,False
0 (4).jpg,FAKE,B_noise_bright,noise0.02_bright1.02,1.02,0.8447865843772888,False
0 (4).jpg,FAKE,B_noise_bright,noise0.02_bright1.05,1.05,0.8448596596717834,False
0 (4).jpg,FAKE,B_noise_bright,noise0.02_bright1.08,1.08,0.8422520160675049,False
0 (5).jpg,FAKE,original,original,0.0,0.7910561561584473,False
0 (5).jpg,FAKE,A_blur,blur_0.3,0.3,0.7910561561584473,False
0 (5).jpg,FAKE,A_blur,blur_0.5,0.5,0.8044664859771729,False
0 (5).jpg,FAKE,A_blur,blur_0.8,0.8,0.79750657081604,False
0 (5).jpg,FAKE,A_blur,blur_1.0,1.0,0.79750657081604,False
0 (5).jpg,FAKE,A_blur_freq,blur0.5_freq0.05,0.05,0.8197527527809143,False
0 (5).jpg,FAKE,A_blur_freq,blur0.5_freq0.1,0.1,0.8164094686508179,False
0 (5).jpg,FAKE,A_blur_freq,blur0.5_freq0.15,0.15,0.8207664489746094,False
0 (5).jpg,FAKE,B_noise,noise_0.01,0.01,0.789450466632843,False
0 (5).jpg,FAKE,B_noise,noise_0.02,0.02,0.7896556258201599,False
0 (5).jpg,FAKE,B_noise,noise_0.03,0.03,0.7996766567230225,False
0 (5).jpg,FAKE,B_noise,noise_0.05,0.05,0.7867170572280884,False
0 (5).jpg,FAKE,B_noise_bright,noise0.02_bright1.02,1.02,0.7868604063987732,False
0 (5).jpg,FAKE,B_noise_bright,noise0.02_bright1.05,1.05,0.791546642780304,False
0 (5).jpg,FAKE,B_noise_bright,noise0.02_bright1.08,1.08,0.7867556214332581,False
0 (6).jpg,FAKE,original,original,0.0,0.7350339293479919,False
0 (6).jpg,FAKE,A_blur,blur_0.3,0.3,0.7350339293479919,False
0 (6).jpg,FAKE,A_blur,blur_0.5,0.5,0.7900898456573486,False
0 (6).jpg,FAKE,A_blur,blur_0.8,0.8,0.7770595550537109,False
0 (6).jpg,FAKE,A_blur,blur_1.0,1.0,0.7770595550537109,False
0 (6).jpg,FAKE,A_blur_freq,blur0.5_freq0.05,0.05,0.7770224809646606,False
0 (6).jpg,FAKE,A_blur_freq,blur0.5_freq0.1,0.1,0.779904842376709,False
0 (6).jpg,FAKE,A_blur_freq,blur0.5_freq0.15,0.15,0.763068437576294,False
0 (6).jpg,FAKE,B_noise,noise_0.01,0.01,0.7380402088165283,False
0 (6).jpg,FAKE,B_noise,noise_0.02,0.02,0.7374690175056458,False
0 (6).jpg,FAKE,B_noise,noise_0.03,0.03,0.7498660087585449,False
0 (6).jpg,FAKE,B_noise,noise_0.05,0.05,0.7360939383506775,False
0 (6).jpg,FAKE,B_noise_bright,noise0.02_bright1.02,1.02,0.7387426495552063,False
0 (6).jpg,FAKE,B_noise_bright,noise0.02_bright1.05,1.05,0.7383769750595093,False
0 (6).jpg,FAKE,B_noise_bright,noise0.02_bright1.08,1.08,0.7332066297531128,False
0 (7).jpg,FAKE,original,original,0.0,0.8459323644638062,False
0 (7).jpg,FAKE,A_blur,blur_0.3,0.3,0.8459323644638062,False
0 (7).jpg,FAKE,A_blur,blur_0.5,0.5,0.8308712840080261,False
0 (7).jpg,FAKE,A_blur,blur_0.8,0.8,0.8134896159172058,False
0 (7).jpg,FAKE,A_blur,blur_1.0,1.0,0.8134896159172058,False
0 (7).jpg,FAKE,A_blur_freq,blur0.5_freq0.05,0.05,0.8303862810134888,False
0 (7).jpg,FAKE,A_blur_freq,blur0.5_freq0.1,0.1,0.8324698209762573,False
0 (7).jpg,FAKE,A_blur_freq,blur0.5_freq0.15,0.15,0.830924391746521,False
0 (7).jpg,FAKE,B_noise,noise_0.01,0.01,0.846960186958313,False
0 (7).jpg,FAKE,B_noise,noise_0.02,0.02,0.8494182825088501,False
0 (7).jpg,FAKE,B_noise,noise_0.03,0.03,0.8571349382400513,False
0 (7).jpg,FAKE,B_noise,noise_0.05,0.05,0.8483666777610779,False
0 (7).jpg,FAKE,B_noise_bright,noise0.02_bright1.02,1.02,0.8478805422782898,False
0 (7).jpg,FAKE,B_noise_bright,noise0.02_bright1.05,1.05,0.8410382270812988,False
0 (7).jpg,FAKE,B_noise_bright,noise0.02_bright1.08,1.08,0.8424834609031677,False
0 (8).jpg,FAKE,original,original,0.0,0.8441978096961975,False
0 (8).jpg,FAKE,A_blur,blur_0.3,0.3,0.8441978096961975,False
0 (8).jpg,FAKE,A_blur,blur_0.5,0.5,0.8397032022476196,False
0 (8).jpg,FAKE,A_blur,blur_0.8,0.8,0.8315380811691284,False
0 (8).jpg,FAKE,A_blur,blur_1.0,1.0,0.8315380811691284,False
0 (8).jpg,FAKE,A_blur_freq,blur0.5_freq0.05,0.05,0.8480225205421448,False
0 (8).jpg,FAKE,A_blur_freq,blur0.5_freq0.1,0.1,0.8327116966247559,False
0 (8).jpg,FAKE,A_blur_freq,blur0.5_freq0.15,0.15,0.8284896612167358,False
0 (8).jpg,FAKE,B_noise,noise_0.01,0.01,0.843004584312439,False
0 (8).jpg,FAKE,B_noise,noise_0.02,0.02,0.8470577597618103,False
0 (8).jpg,FAKE,B_noise,noise_0.03,0.03,0.8363609910011292,False
0 (8).jpg,FAKE,B_noise,noise_0.05,0.05,0.8331881761550903,False
0 (8).jpg,FAKE,B_noise_bright,noise0.02_bright1.02,1.02,0.8410755395889282,False
0 (8).jpg,FAKE,B_noise_bright,noise0.02_bright1.05,1.05,0.839755654335022,False
0 (8).jpg,FAKE,B_noise_bright,noise0.02_bright1.08,1.08,0.8408198952674866,False
0 (9).jpg,FAKE,original,original,0.0,0.8215546607971191,False
0 (9).jpg,FAKE,A_blur,blur_0.3,0.3,0.8215546607971191,False
0 (9).jpg,FAKE,A_blur,blur_0.5,0.5,0.856328010559082,False
0 (9).jpg,FAKE,A_blur,blur_0.8,0.8,0.8292967081069946,False
0 (9).jpg,FAKE,A_blur,blur_1.0,1.0,0.8292967081069946,False
0 (9).jpg,FAKE,A_blur_freq,blur0.5_freq0.05,0.05,0.8583653569221497,False
0 (9).jpg,FAKE,A_blur_freq,blur0.5_freq0.1,0.1,0.8573566675186157,False
0 (9).jpg,FAKE,A_blur_freq,blur0.5_freq0.15,0.15,0.8585940599441528,False
0 (9).jpg,FAKE,B_noise,noise_0.01,0.01,0.8218282461166382,False
0 (9).jpg,FAKE,B_noise,noise_0.02,0.02,0.829827606678009,False
0 (9).jpg,FAKE,B_noise,noise_0.03,0.03,0.8135615587234497,False
