sample_id,path,class_name,stage,energy_low,energy_mid,energy_high,energy_low_ratio,energy_mid_ratio,energy_high_ratio
FAKE_000_661_(3),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\661 (3).jpg,FAKE,original,204937.890625,1577.463623046875,195.23016357421875,0.9914242718065605,0.0076312668145995105,0.0009444613788399849
FAKE_000_661_(3),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\661 (3).jpg,FAKE,suppress_high,204937.8979431966,1542.9183078496083,100.59176883261267,0.992044249807204,0.007468814946314709,0.000486935246481295
FAKE_000_661_(3),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\661 (3).jpg,FAKE,remove_checkerboard,197158.22725801065,653.8265699849534,95.79688781019931,0.9962122601246799,0.0033036919334940556,0.0004840479418260316
FAKE_000_661_(3),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\661 (3).jpg,FAKE,low_pass,197158.22725801065,131.50053634224003,9.258983198452334e-28,0.9993334648599682,0.0006665351400317762,4.693089347309322e-33
FAKE_000_661_(3),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\661 (3).jpg,FAKE,slight_mask,197158.22725801065,131.50053634224003,9.258983198452334e-28,0.9993334648599682,0.0006665351400317762,4.693089347309322e-33
FAKE_001_52_(5),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\52 (5).jpg,FAKE,original,120282.421875,2024.541015625,382.30401611328125,0.9803825950515473,0.01650137022306887,0.003116034725383827
FAKE_001_52_(5),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\52 (5).jpg,FAKE,suppress_high,120283.51539417022,1964.197883021654,196.4113473428892,0.9823543249870921,0.016041585409220016,0.0016040896036879605
FAKE_001_52_(5),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\52 (5).jpg,FAKE,remove_checkerboard,115339.96499361358,827.5035433520607,186.4628503786521,0.9912854994958856,0.0071119517276755076,0.0016025487764389668
FAKE_001_52_(5),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\52 (5).jpg,FAKE,low_pass,115339.75644141425,143.79386296636085,0.00709822233582872,0.9987547927651088,0.0012451457696705816,6.146522063814367e-08
FAKE_001_52_(5),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\52 (5).jpg,FAKE,slight_mask,115339.75644141425,143.79386296636085,0.00709822233582872,0.9987547927651088,0.0012451457696705816,6.146522063814367e-08
FAKE_002_254_(2),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\254 (2).jpg,FAKE,original,231655.5625,6232.359375,546.1431884765625,0.9715707461445495,0.02613871207262605,0.0022905417828243914
FAKE_002_254_(2),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\254 (2).jpg,FAKE,suppress_high,231659.18276930077,6038.857324524002,299.424813596576,0.9733682787731116,0.025373620373952546,0.0012581008529357624
FAKE_002_254_(2),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\254 (2).jpg,FAKE,remove_checkerboard,213663.03553233604,2615.9523557867797,278.2277349149558,0.986635494539514,0.012079728436942877,0.001284777023543137
FAKE_002_254_(2),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\254 (2).jpg,FAKE,low_pass,213661.04205932017,490.23842502759624,0.4679584596733608,0.9977086043562314,0.0022892104715106824,2.185172257878326e-06
FAKE_002_254_(2),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\254 (2).jpg,FAKE,slight_mask,213661.04205932017,490.23842502759624,0.4679584596733608,0.9977086043562314,0.0022892104715106824,2.185172257878326e-06
FAKE_003_525_(3),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\525 (3).jpg,FAKE,original,137324.453125,2106.16064453125,202.20169067382812,0.98346833924678,0.015083564974248473,0.001448095778971491
FAKE_003_525_(3),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\525 (3).jpg,FAKE,suppress_high,137323.53923729766,2058.962268062121,116.5387825924423,0.9844049031006671,0.014759687692560723,0.0008354092067722068
FAKE_003_525_(3),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\525 (3).jpg,FAKE,remove_checkerboard,129508.15487840303,826.2795819854642,112.44584847372946,0.9928037724763018,0.0063342226355207745,0.0008620048881773846
FAKE_003_525_(3),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\525 (3).jpg,FAKE,low_pass,129508.15487840303,160.90111004747945,8.161864422058056e-28,0.9987591402681161,0.0012408597318839952,6.294380999260938e-33
FAKE_003_525_(3),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\525 (3).jpg,FAKE,slight_mask,129508.15487840303,160.90111004747945,8.161864422058056e-28,0.9987591402681161,0.0012408597318839952,6.294380999260938e-33
FAKE_004_505_(2),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\505 (2).jpg,FAKE,original,244463.296875,4141.35595703125,388.10858154296875,0.9818088505350129,0.016632435150002227,0.0015587143149849432
FAKE_004_505_(2),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\505 (2).jpg,FAKE,suppress_high,244465.13302873142,4015.761445939248,222.16940459800946,0.9829598767926939,0.0161468113150736,0.0008933118922324985
FAKE_004_505_(2),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\505 (2).jpg,FAKE,remove_checkerboard,228705.3040035197,1556.056674013701,210.89250399215837,0.9923333539998233,0.006751600908713783,0.0009150450914629376
FAKE_004_505_(2),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\505 (2).jpg,FAKE,low_pass,228705.34980461662,243.6202976161104,0.08532924725670432,0.9989355464847667,0.0010640808155202074,3.726997130252049e-07
FAKE_004_505_(2),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\505 (2).jpg,FAKE,slight_mask,228705.34980461662,243.6202976161104,0.08532924725670432,0.9989355464847667,0.0010640808155202074,3.726997130252049e-07
FAKE_005_67_(10),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\67 (10).jpg,FAKE,original,216182.4375,5838.138671875,532.7154541015625,0.9713738040923545,0.02623254245857925,0.0023936534490662355
FAKE_005_67_(10),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\67 (10).jpg,FAKE,suppress_high,216189.1790373222,5642.728136173138,289.5615130402831,0.9732925876805487,0.025403794462282813,0.0013036178571685967
FAKE_005_67_(10),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\67 (10).jpg,FAKE,remove_checkerboard,203155.42238242016,2319.1212128290686,272.10353101305463,0.9874057498382854,0.011271732712153863,0.0013225174495605293
FAKE_005_67_(10),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\67 (10).jpg,FAKE,low_pass,203152.41544659875,434.50818624991246,0.22194534657915385,0.9978646484267863,0.002134261399539213,1.0901736745157492e-06
FAKE_005_67_(10),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\67 (10).jpg,FAKE,slight_mask,203152.41544659875,434.50818624991246,0.22194534657915385,0.9978646484267863,0.002134261399539213,1.0901736745157492e-06
FAKE_006_15_(7),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\15 (7).jpg,FAKE,original,159383.8125,8316.68359375,989.311767578125,0.9448336833190412,0.04930163653151322,0.005864680149445609
FAKE_006_15_(7),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\15 (7).jpg,FAKE,suppress_high,159318.44594364837,8056.726903558538,523.9927151659604,0.948893613675901,0.047985508900969163,0.00312087742312991
FAKE_006_15_(7),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\15 (7).jpg,FAKE,remove_checkerboard,144586.61663814803,3675.9943552645436,481.1620274580472,0.9720515602213525,0.024713601656109363,0.0032348381225379705
FAKE_006_15_(7),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\15 (7).jpg,FAKE,low_pass,144486.94643689986,502.7362649388214,1.4095981419415735,0.9965229183732357,0.0034673596630245447,9.721963739849432e-06
FAKE_006_15_(7),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\15 (7).jpg,FAKE,slight_mask,144486.94643689986,502.7362649388214,1.4095981419415735,0.9965229183732357,0.0034673596630245447,9.721963739849432e-06
FAKE_007_567_(3),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\567 (3).jpg,FAKE,original,250102.859375,2538.79052734375,209.53338623046875,0.9891306661972881,0.010040651162175012,0.000828682640536953
FAKE_007_567_(3),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\567 (3).jpg,FAKE,suppress_high,250102.85778933688,2489.569948722118,112.35260238367947,0.9897037066429828,0.009851693131282207,0.00044460022573502005
FAKE_007_567_(3),C:\Users\Vedha\feb hack\Feb-2026-Hackathon\dataset\test\FAKE\567 (3).jpg,FAKE,remove_checkerboard,240746.36533618858,977.2504121096424,105.02076708797945,0.9955246359786313,0.0040410863915509255,0.00043427762981783
